Driver,LapNumber,LapTime,Compound,TyreLife,Year,EventName,RoundNumber,SessionType
VER,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
VER,2.0,0 days 00:01:35.429000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
VER,3.0,,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
VER,4.0,,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
VER,5.0,0 days 00:01:53.662000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
VER,6.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
VER,7.0,0 days 00:01:33.375000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
VER,8.0,0 days 00:02:08.682000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
VER,9.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
VER,10.0,0 days 00:01:37.900000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
VER,11.0,0 days 00:01:37.980000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
VER,12.0,0 days 00:01:38.171000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
VER,13.0,0 days 00:01:38.574000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
VER,14.0,0 days 00:01:38.474000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP1
VER,15.0,0 days 00:01:38.338000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP1
VER,16.0,0 days 00:01:38.842000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP1
VER,17.0,0 days 00:01:38.561000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP1
VER,18.0,0 days 00:01:38.623000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP1
VER,19.0,0 days 00:01:39.250000,SOFT,14.0,2023,Bahrain Grand Prix,1,FP1
VER,20.0,,SOFT,15.0,2023,Bahrain Grand Prix,1,FP1
VER,21.0,0 days 00:02:12.826000,SOFT,16.0,2023,Bahrain Grand Prix,1,FP1
SAR,1.0,,HARD,1.0,2023,Bahrain Grand Prix,1,FP1
SAR,2.0,,HARD,2.0,2023,Bahrain Grand Prix,1,FP1
SAR,3.0,0 days 00:01:36.507000,HARD,3.0,2023,Bahrain Grand Prix,1,FP1
SAR,4.0,0 days 00:02:08.672000,HARD,4.0,2023,Bahrain Grand Prix,1,FP1
SAR,5.0,0 days 00:01:36.102000,HARD,5.0,2023,Bahrain Grand Prix,1,FP1
SAR,6.0,0 days 00:02:15.353000,HARD,6.0,2023,Bahrain Grand Prix,1,FP1
SAR,7.0,0 days 00:01:36.159000,HARD,7.0,2023,Bahrain Grand Prix,1,FP1
SAR,8.0,0 days 00:02:00.859000,HARD,8.0,2023,Bahrain Grand Prix,1,FP1
SAR,9.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
SAR,10.0,0 days 00:01:35.749000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
SAR,11.0,0 days 00:02:18.895000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
SAR,12.0,0 days 00:01:35.984000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
SAR,13.0,0 days 00:01:58.118000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
SAR,14.0,,HARD,9.0,2023,Bahrain Grand Prix,1,FP1
SAR,15.0,0 days 00:01:39.347000,HARD,10.0,2023,Bahrain Grand Prix,1,FP1
SAR,16.0,0 days 00:01:39.926000,HARD,11.0,2023,Bahrain Grand Prix,1,FP1
SAR,17.0,0 days 00:01:39.984000,HARD,12.0,2023,Bahrain Grand Prix,1,FP1
SAR,18.0,0 days 00:01:40.198000,HARD,13.0,2023,Bahrain Grand Prix,1,FP1
SAR,19.0,0 days 00:01:39.963000,HARD,14.0,2023,Bahrain Grand Prix,1,FP1
SAR,20.0,0 days 00:01:40.484000,HARD,15.0,2023,Bahrain Grand Prix,1,FP1
SAR,21.0,0 days 00:01:40.262000,HARD,16.0,2023,Bahrain Grand Prix,1,FP1
SAR,22.0,0 days 00:01:40.255000,HARD,17.0,2023,Bahrain Grand Prix,1,FP1
SAR,23.0,0 days 00:02:15.872000,HARD,18.0,2023,Bahrain Grand Prix,1,FP1
SAR,24.0,0 days 00:02:21.251000,HARD,19.0,2023,Bahrain Grand Prix,1,FP1
NOR,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
NOR,2.0,0 days 00:01:37.462000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
NOR,3.0,0 days 00:02:25.407000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
NOR,4.0,0 days 00:01:36.488000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
NOR,5.0,0 days 00:01:56.692000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
NOR,6.0,,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
NOR,7.0,0 days 00:01:38.897000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
NOR,8.0,0 days 00:01:54.532000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
NOR,9.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
NOR,10.0,0 days 00:02:09.121000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
NOR,11.0,0 days 00:01:34.165000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
NOR,12.0,0 days 00:01:50.274000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
NOR,13.0,,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
NOR,14.0,0 days 00:01:39.804000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
NOR,15.0,0 days 00:01:39.950000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
NOR,16.0,0 days 00:01:40.376000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
NOR,17.0,0 days 00:01:39.696000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP1
NOR,18.0,0 days 00:01:39.742000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP1
NOR,19.0,0 days 00:01:39.503000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP1
NOR,20.0,0 days 00:02:04.708000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP1
NOR,21.0,0 days 00:02:21.483000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP1
GAS,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
GAS,2.0,0 days 00:01:35.840000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
GAS,3.0,0 days 00:02:27.464000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
GAS,4.0,0 days 00:01:36.145000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
GAS,5.0,0 days 00:02:25.271000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
GAS,6.0,0 days 00:01:35.671000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
GAS,7.0,0 days 00:02:05.497000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
GAS,8.0,,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
GAS,9.0,0 days 00:01:36.120000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
GAS,10.0,0 days 00:02:19.275000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
GAS,11.0,0 days 00:01:36.421000,MEDIUM,11.0,2023,Bahrain Grand Prix,1,FP1
GAS,12.0,0 days 00:02:21.284000,MEDIUM,12.0,2023,Bahrain Grand Prix,1,FP1
GAS,13.0,0 days 00:01:36.390000,MEDIUM,13.0,2023,Bahrain Grand Prix,1,FP1
GAS,14.0,0 days 00:01:50.732000,MEDIUM,14.0,2023,Bahrain Grand Prix,1,FP1
GAS,15.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
GAS,16.0,0 days 00:01:35.455000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
GAS,17.0,0 days 00:02:16.139000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
GAS,18.0,0 days 00:01:36.364000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
GAS,19.0,,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
GAS,20.0,0 days 00:01:36.474000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
GAS,21.0,0 days 00:02:14.420000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
GAS,22.0,0 days 00:02:19.696000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
PER,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
PER,2.0,0 days 00:01:35.069000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
PER,3.0,0 days 00:02:11.463000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
PER,4.0,,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
PER,5.0,0 days 00:01:34.343000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
PER,6.0,0 days 00:02:05.588000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
PER,7.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
PER,8.0,0 days 00:01:32.758000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
PER,9.0,0 days 00:01:51.758000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
PER,10.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
PER,11.0,0 days 00:01:37.679000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
PER,12.0,0 days 00:01:38.037000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
PER,13.0,0 days 00:01:38.999000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
PER,14.0,0 days 00:01:39.527000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
PER,15.0,0 days 00:01:39.870000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP1
PER,16.0,0 days 00:01:38.647000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP1
PER,17.0,0 days 00:01:38.597000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP1
PER,18.0,0 days 00:01:42.775000,SOFT,12.0,2023,Bahrain Grand Prix,1,FP1
PER,19.0,0 days 00:01:37.834000,SOFT,13.0,2023,Bahrain Grand Prix,1,FP1
PER,20.0,,SOFT,14.0,2023,Bahrain Grand Prix,1,FP1
PER,21.0,0 days 00:02:26.210000,SOFT,15.0,2023,Bahrain Grand Prix,1,FP1
ALO,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
ALO,2.0,0 days 00:01:35.048000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
ALO,3.0,0 days 00:02:10.847000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
ALO,4.0,0 days 00:01:35.375000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
ALO,5.0,0 days 00:02:20.868000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
ALO,6.0,0 days 00:01:34.867000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
ALO,7.0,0 days 00:01:58.655000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
ALO,8.0,,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
ALO,9.0,0 days 00:01:36.006000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
ALO,10.0,0 days 00:01:59.789000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
ALO,11.0,0 days 00:01:35.301000,MEDIUM,11.0,2023,Bahrain Grand Prix,1,FP1
ALO,12.0,0 days 00:02:15.280000,MEDIUM,12.0,2023,Bahrain Grand Prix,1,FP1
ALO,13.0,0 days 00:01:35.752000,MEDIUM,13.0,2023,Bahrain Grand Prix,1,FP1
ALO,14.0,0 days 00:01:48.694000,MEDIUM,14.0,2023,Bahrain Grand Prix,1,FP1
ALO,15.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
ALO,16.0,0 days 00:01:33.196000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
ALO,17.0,0 days 00:02:09.389000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
ALO,18.0,0 days 00:02:04.854000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
ALO,19.0,0 days 00:01:38.177000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
ALO,20.0,,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
ALO,21.0,0 days 00:02:02.941000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
ALO,22.0,0 days 00:02:18.608000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
LEC,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
LEC,2.0,0 days 00:01:37.694000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
LEC,3.0,,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
LEC,4.0,0 days 00:01:36.335000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
LEC,5.0,,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
LEC,6.0,,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
LEC,7.0,0 days 00:01:35.991000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
LEC,8.0,0 days 00:02:10.861000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
LEC,9.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
LEC,10.0,0 days 00:01:34.257000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
LEC,11.0,0 days 00:02:29.760000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
LEC,12.0,,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
LEC,13.0,0 days 00:01:40.966000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
LEC,14.0,,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
LEC,15.0,0 days 00:01:39.070000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
LEC,16.0,0 days 00:01:54.756000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
LEC,17.0,,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
STR,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
STR,2.0,0 days 00:02:03.793000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
STR,3.0,,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
STR,4.0,0 days 00:01:37.519000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
STR,5.0,0 days 00:02:08.043000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
STR,6.0,0 days 00:01:36.174000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
STR,7.0,0 days 00:02:25.942000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
STR,8.0,0 days 00:01:49.441000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
STR,9.0,0 days 00:01:35.589000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
STR,10.0,0 days 00:01:50.836000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
STR,11.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
STR,12.0,0 days 00:01:34.298000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
STR,13.0,0 days 00:02:20.590000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
STR,14.0,,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
STR,15.0,0 days 00:01:34.426000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
STR,16.0,0 days 00:02:24.549000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
STR,17.0,0 days 00:02:13.634000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
MAG,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
MAG,2.0,,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
MAG,3.0,0 days 00:01:35.420000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
MAG,4.0,0 days 00:01:38.566000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
MAG,5.0,0 days 00:01:38.735000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
MAG,6.0,0 days 00:01:38.522000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
MAG,7.0,0 days 00:01:38.979000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
MAG,8.0,0 days 00:01:38.528000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
MAG,9.0,0 days 00:01:53.882000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP1
MAG,10.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
MAG,11.0,0 days 00:01:34.402000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
MAG,12.0,0 days 00:01:37.574000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
MAG,13.0,0 days 00:01:38.256000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
MAG,14.0,0 days 00:01:37.869000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
MAG,15.0,0 days 00:01:38.371000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
MAG,16.0,0 days 00:01:39.033000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
MAG,17.0,0 days 00:01:39.062000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
MAG,18.0,0 days 00:01:39.398000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP1
MAG,19.0,0 days 00:02:08.497000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP1
MAG,20.0,,SOFT,11.0,2023,Bahrain Grand Prix,1,FP1
DEV,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
DEV,2.0,0 days 00:01:37.839000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
DEV,3.0,0 days 00:02:23.967000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
DEV,4.0,0 days 00:01:57.759000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
DEV,5.0,0 days 00:02:23.426000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
DEV,6.0,0 days 00:01:37.493000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
DEV,7.0,0 days 00:02:16.375000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
DEV,8.0,,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
DEV,9.0,0 days 00:01:59.136000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
DEV,10.0,0 days 00:01:39.023000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
DEV,11.0,0 days 00:01:53.583000,MEDIUM,11.0,2023,Bahrain Grand Prix,1,FP1
DEV,12.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
DEV,13.0,0 days 00:01:35.402000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
DEV,14.0,0 days 00:02:18.107000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
DEV,15.0,0 days 00:02:02.827000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
DEV,16.0,0 days 00:01:36.048000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
DEV,17.0,0 days 00:01:52.376000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
DEV,18.0,0 days 00:02:14.901000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
DEV,19.0,,MEDIUM,12.0,2023,Bahrain Grand Prix,1,FP1
DEV,20.0,0 days 00:01:40.303000,MEDIUM,13.0,2023,Bahrain Grand Prix,1,FP1
DEV,21.0,0 days 00:01:40.309000,MEDIUM,14.0,2023,Bahrain Grand Prix,1,FP1
DEV,22.0,0 days 00:01:41.732000,MEDIUM,15.0,2023,Bahrain Grand Prix,1,FP1
DEV,23.0,0 days 00:01:41.007000,MEDIUM,16.0,2023,Bahrain Grand Prix,1,FP1
DEV,24.0,0 days 00:02:08.315000,MEDIUM,17.0,2023,Bahrain Grand Prix,1,FP1
DEV,25.0,0 days 00:02:20.850000,MEDIUM,18.0,2023,Bahrain Grand Prix,1,FP1
TSU,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
TSU,2.0,0 days 00:01:37.615000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
TSU,3.0,0 days 00:02:16.707000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
TSU,4.0,0 days 00:01:37.485000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
TSU,5.0,0 days 00:02:24.369000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
TSU,6.0,0 days 00:02:14.959000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
TSU,7.0,0 days 00:01:36.985000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
TSU,8.0,0 days 00:02:20.477000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
TSU,9.0,0 days 00:02:15.513000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
TSU,10.0,0 days 00:01:36.763000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
TSU,11.0,0 days 00:01:49.476000,MEDIUM,11.0,2023,Bahrain Grand Prix,1,FP1
TSU,12.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
TSU,13.0,0 days 00:01:35.015000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
TSU,14.0,,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
TSU,15.0,0 days 00:02:19.680000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
TSU,16.0,0 days 00:01:35.305000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
TSU,17.0,0 days 00:01:49.917000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
TSU,18.0,,MEDIUM,12.0,2023,Bahrain Grand Prix,1,FP1
TSU,19.0,0 days 00:02:15.056000,MEDIUM,13.0,2023,Bahrain Grand Prix,1,FP1
TSU,20.0,0 days 00:02:26.540000,MEDIUM,14.0,2023,Bahrain Grand Prix,1,FP1
ALB,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
ALB,2.0,,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
ALB,3.0,0 days 00:01:36.216000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
ALB,4.0,0 days 00:02:17.050000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
ALB,5.0,0 days 00:01:37.024000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
ALB,6.0,0 days 00:02:06.270000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
ALB,7.0,,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
ALB,8.0,0 days 00:01:36.859000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
ALB,9.0,0 days 00:02:05.244000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
ALB,10.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
ALB,11.0,0 days 00:01:36.018000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
ALB,12.0,,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
ALB,13.0,0 days 00:01:37.744000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
ALB,14.0,0 days 00:02:15.731000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
ALB,15.0,0 days 00:02:21.323000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
ZHO,1.0,,MEDIUM,1.0,2023,Bahrain Grand Prix,1,FP1
ZHO,2.0,0 days 00:01:57.019000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,FP1
ZHO,3.0,,MEDIUM,3.0,2023,Bahrain Grand Prix,1,FP1
ZHO,4.0,0 days 00:01:36.889000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,FP1
ZHO,5.0,0 days 00:02:05.191000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,FP1
ZHO,6.0,0 days 00:01:38.845000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,FP1
ZHO,7.0,0 days 00:01:38.865000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,FP1
ZHO,8.0,0 days 00:01:39.049000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,FP1
ZHO,9.0,0 days 00:01:42.134000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,FP1
ZHO,10.0,0 days 00:02:21.818000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,FP1
ZHO,11.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
ZHO,12.0,0 days 00:01:34.575000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
ZHO,13.0,0 days 00:02:18.687000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
ZHO,14.0,0 days 00:02:25.030000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
ZHO,15.0,,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
ZHO,16.0,0 days 00:01:34.701000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
ZHO,17.0,0 days 00:02:09.742000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
ZHO,18.0,0 days 00:02:19.636000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
HUL,1.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
HUL,2.0,,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
HUL,3.0,0 days 00:01:35.865000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
HUL,4.0,0 days 00:01:38.746000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
HUL,5.0,0 days 00:01:38.478000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
HUL,6.0,0 days 00:01:38.566000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
HUL,7.0,0 days 00:01:38.579000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
HUL,8.0,0 days 00:01:38.789000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
HUL,9.0,0 days 00:01:39.447000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP1
HUL,10.0,0 days 00:01:39.128000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP1
HUL,11.0,0 days 00:01:47.112000,SOFT,11.0,2023,Bahrain Grand Prix,1,FP1
HUL,12.0,,SOFT,1.0,2023,Bahrain Grand Prix,1,FP1
HUL,13.0,0 days 00:01:35.043000,SOFT,2.0,2023,Bahrain Grand Prix,1,FP1
HUL,14.0,0 days 00:01:37.950000,SOFT,3.0,2023,Bahrain Grand Prix,1,FP1
HUL,15.0,0 days 00:01:38.138000,SOFT,4.0,2023,Bahrain Grand Prix,1,FP1
HUL,16.0,0 days 00:01:38.013000,SOFT,5.0,2023,Bahrain Grand Prix,1,FP1
HUL,17.0,0 days 00:01:38.210000,SOFT,6.0,2023,Bahrain Grand Prix,1,FP1
HUL,18.0,0 days 00:01:38.679000,SOFT,7.0,2023,Bahrain Grand Prix,1,FP1
HUL,19.0,0 days 00:01:38.713000,SOFT,8.0,2023,Bahrain Grand Prix,1,FP1
HUL,20.0,0 days 00:01:39.141000,SOFT,9.0,2023,Bahrain Grand Prix,1,FP1
HUL,21.0,0 days 00:01:59.891000,SOFT,10.0,2023,Bahrain Grand Prix,1,FP1
