Driver,LapNumber,LapTime,Compound,TyreLife,Year,EventName,RoundNumber,SessionType
HUL,12.0,0 days 00:02:02.579000,HARD,1.0,2023,Bahrain Grand Prix,1,R
HUL,13.0,0 days 00:01:39.406000,HARD,2.0,2023,Bahrain Grand Prix,1,R
HUL,14.0,0 days 00:01:38.847000,HARD,3.0,2023,Bahrain Grand Prix,1,R
HUL,15.0,0 days 00:01:38.972000,HARD,4.0,2023,Bahrain Grand Prix,1,R
HUL,16.0,0 days 00:01:39.136000,HARD,5.0,2023,Bahrain Grand Prix,1,R
HUL,17.0,0 days 00:01:39.396000,HARD,6.0,2023,Bahrain Grand Prix,1,R
HUL,18.0,0 days 00:01:40.323000,HARD,7.0,2023,Bahrain Grand Prix,1,R
HUL,19.0,0 days 00:01:39.633000,HARD,8.0,2023,Bahrain Grand Prix,1,R
HUL,20.0,0 days 00:01:39.495000,HARD,9.0,2023,Bahrain Grand Prix,1,R
HUL,21.0,0 days 00:01:39.703000,HARD,10.0,2023,Bahrain Grand Prix,1,R
HUL,22.0,0 days 00:01:39.934000,HARD,11.0,2023,Bahrain Grand Prix,1,R
HUL,23.0,0 days 00:01:39.866000,HARD,12.0,2023,Bahrain Grand Prix,1,R
HUL,24.0,0 days 00:01:39.855000,HARD,13.0,2023,Bahrain Grand Prix,1,R
HUL,25.0,0 days 00:01:40.295000,HARD,14.0,2023,Bahrain Grand Prix,1,R
HUL,26.0,0 days 00:01:42.931000,HARD,15.0,2023,Bahrain Grand Prix,1,R
HUL,27.0,0 days 00:02:12.037000,HARD,1.0,2023,Bahrain Grand Prix,1,R
HUL,28.0,0 days 00:01:36.981000,HARD,2.0,2023,Bahrain Grand Prix,1,R
HUL,29.0,0 days 00:01:37.398000,HARD,3.0,2023,Bahrain Grand Prix,1,R
HUL,30.0,0 days 00:01:37.617000,HARD,4.0,2023,Bahrain Grand Prix,1,R
HUL,31.0,0 days 00:01:37.891000,HARD,5.0,2023,Bahrain Grand Prix,1,R
HUL,32.0,0 days 00:01:37.806000,HARD,6.0,2023,Bahrain Grand Prix,1,R
HUL,33.0,0 days 00:01:37.761000,HARD,7.0,2023,Bahrain Grand Prix,1,R
HUL,34.0,0 days 00:01:37.895000,HARD,8.0,2023,Bahrain Grand Prix,1,R
HUL,35.0,0 days 00:01:38.093000,HARD,9.0,2023,Bahrain Grand Prix,1,R
HUL,36.0,0 days 00:01:38.245000,HARD,10.0,2023,Bahrain Grand Prix,1,R
HUL,37.0,0 days 00:01:38.108000,HARD,11.0,2023,Bahrain Grand Prix,1,R
HUL,38.0,0 days 00:01:38.191000,HARD,12.0,2023,Bahrain Grand Prix,1,R
HUL,39.0,0 days 00:01:38.184000,HARD,13.0,2023,Bahrain Grand Prix,1,R
HUL,40.0,0 days 00:01:58.689000,HARD,14.0,2023,Bahrain Grand Prix,1,R
HUL,41.0,0 days 00:02:05.275000,SOFT,4.0,2023,Bahrain Grand Prix,1,R
HUL,42.0,0 days 00:01:36.616000,SOFT,5.0,2023,Bahrain Grand Prix,1,R
HUL,43.0,0 days 00:01:36.793000,SOFT,6.0,2023,Bahrain Grand Prix,1,R
HUL,44.0,0 days 00:01:37.076000,SOFT,7.0,2023,Bahrain Grand Prix,1,R
HUL,45.0,0 days 00:01:37.314000,SOFT,8.0,2023,Bahrain Grand Prix,1,R
HUL,46.0,0 days 00:01:39.972000,SOFT,9.0,2023,Bahrain Grand Prix,1,R
HUL,47.0,0 days 00:01:36.806000,SOFT,10.0,2023,Bahrain Grand Prix,1,R
HUL,48.0,0 days 00:01:37.086000,SOFT,11.0,2023,Bahrain Grand Prix,1,R
HUL,49.0,0 days 00:01:37.077000,SOFT,12.0,2023,Bahrain Grand Prix,1,R
HUL,50.0,0 days 00:01:37.242000,SOFT,13.0,2023,Bahrain Grand Prix,1,R
HUL,51.0,0 days 00:01:37.306000,SOFT,14.0,2023,Bahrain Grand Prix,1,R
HUL,52.0,0 days 00:01:37.917000,SOFT,15.0,2023,Bahrain Grand Prix,1,R
HUL,53.0,0 days 00:01:38.067000,SOFT,16.0,2023,Bahrain Grand Prix,1,R
HUL,54.0,0 days 00:01:38.458000,SOFT,17.0,2023,Bahrain Grand Prix,1,R
HUL,55.0,0 days 00:01:38.564000,SOFT,18.0,2023,Bahrain Grand Prix,1,R
HUL,56.0,0 days 00:01:39.206000,SOFT,19.0,2023,Bahrain Grand Prix,1,R
OCO,1.0,0 days 00:01:45.967000,SOFT,4.0,2023,Bahrain Grand Prix,1,R
OCO,2.0,0 days 00:01:40.408000,SOFT,5.0,2023,Bahrain Grand Prix,1,R
OCO,3.0,0 days 00:01:39.948000,SOFT,6.0,2023,Bahrain Grand Prix,1,R
OCO,4.0,0 days 00:01:39.543000,SOFT,7.0,2023,Bahrain Grand Prix,1,R
OCO,5.0,0 days 00:01:40.281000,SOFT,8.0,2023,Bahrain Grand Prix,1,R
OCO,6.0,0 days 00:01:40.331000,SOFT,9.0,2023,Bahrain Grand Prix,1,R
OCO,7.0,0 days 00:01:40.488000,SOFT,10.0,2023,Bahrain Grand Prix,1,R
OCO,8.0,0 days 00:01:40.562000,SOFT,11.0,2023,Bahrain Grand Prix,1,R
OCO,9.0,0 days 00:01:40.866000,SOFT,12.0,2023,Bahrain Grand Prix,1,R
OCO,10.0,0 days 00:01:40.858000,SOFT,13.0,2023,Bahrain Grand Prix,1,R
OCO,11.0,0 days 00:01:41.035000,SOFT,14.0,2023,Bahrain Grand Prix,1,R
OCO,12.0,0 days 00:01:43.787000,SOFT,15.0,2023,Bahrain Grand Prix,1,R
OCO,13.0,0 days 00:02:00.381000,HARD,1.0,2023,Bahrain Grand Prix,1,R
OCO,14.0,0 days 00:01:38.649000,HARD,2.0,2023,Bahrain Grand Prix,1,R
OCO,15.0,0 days 00:01:41.863000,HARD,3.0,2023,Bahrain Grand Prix,1,R
OCO,16.0,0 days 00:02:15.708000,HARD,4.0,2023,Bahrain Grand Prix,1,R
OCO,17.0,0 days 00:01:38.780000,HARD,5.0,2023,Bahrain Grand Prix,1,R
OCO,18.0,0 days 00:01:38.886000,HARD,6.0,2023,Bahrain Grand Prix,1,R
OCO,19.0,0 days 00:01:38.817000,HARD,7.0,2023,Bahrain Grand Prix,1,R
OCO,20.0,0 days 00:01:38.809000,HARD,8.0,2023,Bahrain Grand Prix,1,R
OCO,21.0,0 days 00:01:38.976000,HARD,9.0,2023,Bahrain Grand Prix,1,R
OCO,22.0,0 days 00:01:39.028000,HARD,10.0,2023,Bahrain Grand Prix,1,R
OCO,23.0,0 days 00:01:40.052000,HARD,11.0,2023,Bahrain Grand Prix,1,R
OCO,24.0,0 days 00:01:39.382000,HARD,12.0,2023,Bahrain Grand Prix,1,R
OCO,25.0,0 days 00:01:39.435000,HARD,13.0,2023,Bahrain Grand Prix,1,R
OCO,26.0,0 days 00:01:39.521000,HARD,14.0,2023,Bahrain Grand Prix,1,R
OCO,27.0,0 days 00:01:39.594000,HARD,15.0,2023,Bahrain Grand Prix,1,R
OCO,28.0,0 days 00:01:40.026000,HARD,16.0,2023,Bahrain Grand Prix,1,R
OCO,29.0,0 days 00:01:41.181000,HARD,17.0,2023,Bahrain Grand Prix,1,R
OCO,30.0,0 days 00:01:39.757000,HARD,18.0,2023,Bahrain Grand Prix,1,R
OCO,31.0,0 days 00:01:39.748000,HARD,19.0,2023,Bahrain Grand Prix,1,R
OCO,32.0,0 days 00:01:44.296000,HARD,20.0,2023,Bahrain Grand Prix,1,R
OCO,33.0,0 days 00:02:18.694000,HARD,1.0,2023,Bahrain Grand Prix,1,R
OCO,34.0,0 days 00:01:36.797000,HARD,2.0,2023,Bahrain Grand Prix,1,R
OCO,35.0,0 days 00:01:36.964000,HARD,3.0,2023,Bahrain Grand Prix,1,R
OCO,36.0,0 days 00:01:37.364000,HARD,4.0,2023,Bahrain Grand Prix,1,R
OCO,37.0,0 days 00:01:37.338000,HARD,5.0,2023,Bahrain Grand Prix,1,R
OCO,38.0,0 days 00:01:37.216000,HARD,6.0,2023,Bahrain Grand Prix,1,R
OCO,39.0,0 days 00:01:37.523000,HARD,7.0,2023,Bahrain Grand Prix,1,R
OCO,40.0,0 days 00:02:08.023000,HARD,8.0,2023,Bahrain Grand Prix,1,R
OCO,41.0,0 days 00:01:42.684000,HARD,9.0,2023,Bahrain Grand Prix,1,R
NOR,1.0,0 days 00:01:45.364000,SOFT,1.0,2023,Bahrain Grand Prix,1,R
NOR,2.0,0 days 00:01:40.433000,SOFT,2.0,2023,Bahrain Grand Prix,1,R
NOR,3.0,0 days 00:01:39.777000,SOFT,3.0,2023,Bahrain Grand Prix,1,R
NOR,4.0,0 days 00:01:42.267000,SOFT,4.0,2023,Bahrain Grand Prix,1,R
NOR,5.0,0 days 00:01:40.664000,SOFT,5.0,2023,Bahrain Grand Prix,1,R
NOR,6.0,0 days 00:01:40.814000,SOFT,6.0,2023,Bahrain Grand Prix,1,R
NOR,7.0,0 days 00:01:40.726000,SOFT,7.0,2023,Bahrain Grand Prix,1,R
NOR,8.0,0 days 00:01:40.857000,SOFT,8.0,2023,Bahrain Grand Prix,1,R
NOR,9.0,0 days 00:01:40.783000,SOFT,9.0,2023,Bahrain Grand Prix,1,R
NOR,10.0,0 days 00:01:43.521000,SOFT,10.0,2023,Bahrain Grand Prix,1,R
NOR,11.0,0 days 00:02:09.886000,HARD,1.0,2023,Bahrain Grand Prix,1,R
NOR,12.0,0 days 00:01:39.314000,HARD,2.0,2023,Bahrain Grand Prix,1,R
NOR,13.0,0 days 00:01:39.510000,HARD,3.0,2023,Bahrain Grand Prix,1,R
NOR,14.0,0 days 00:01:39.243000,HARD,4.0,2023,Bahrain Grand Prix,1,R
NOR,15.0,0 days 00:01:38.870000,HARD,5.0,2023,Bahrain Grand Prix,1,R
NOR,16.0,0 days 00:01:38.860000,HARD,6.0,2023,Bahrain Grand Prix,1,R
NOR,17.0,0 days 00:01:41.501000,HARD,7.0,2023,Bahrain Grand Prix,1,R
NOR,18.0,0 days 00:02:08.607000,SOFT,4.0,2023,Bahrain Grand Prix,1,R
NOR,19.0,0 days 00:01:37.966000,SOFT,5.0,2023,Bahrain Grand Prix,1,R
NOR,20.0,0 days 00:01:38.345000,SOFT,6.0,2023,Bahrain Grand Prix,1,R
NOR,21.0,0 days 00:01:38.297000,SOFT,7.0,2023,Bahrain Grand Prix,1,R
NOR,22.0,0 days 00:01:38.908000,SOFT,8.0,2023,Bahrain Grand Prix,1,R
NOR,23.0,0 days 00:01:38.291000,SOFT,9.0,2023,Bahrain Grand Prix,1,R
NOR,24.0,0 days 00:01:38.696000,SOFT,10.0,2023,Bahrain Grand Prix,1,R
NOR,25.0,0 days 00:01:38.447000,SOFT,11.0,2023,Bahrain Grand Prix,1,R
NOR,26.0,0 days 00:01:38.440000,SOFT,12.0,2023,Bahrain Grand Prix,1,R
NOR,27.0,0 days 00:01:40.973000,SOFT,13.0,2023,Bahrain Grand Prix,1,R
NOR,28.0,0 days 00:02:07.663000,MEDIUM,1.0,2023,Bahrain Grand Prix,1,R
NOR,29.0,0 days 00:01:37.260000,MEDIUM,2.0,2023,Bahrain Grand Prix,1,R
NOR,30.0,0 days 00:01:37.605000,MEDIUM,3.0,2023,Bahrain Grand Prix,1,R
NOR,31.0,0 days 00:01:37.768000,MEDIUM,4.0,2023,Bahrain Grand Prix,1,R
NOR,32.0,0 days 00:01:38.111000,MEDIUM,5.0,2023,Bahrain Grand Prix,1,R
NOR,33.0,0 days 00:01:37.520000,MEDIUM,6.0,2023,Bahrain Grand Prix,1,R
NOR,34.0,0 days 00:01:37.987000,MEDIUM,7.0,2023,Bahrain Grand Prix,1,R
NOR,35.0,0 days 00:01:37.870000,MEDIUM,8.0,2023,Bahrain Grand Prix,1,R
NOR,36.0,0 days 00:01:39.886000,MEDIUM,9.0,2023,Bahrain Grand Prix,1,R
NOR,37.0,0 days 00:01:40.197000,MEDIUM,10.0,2023,Bahrain Grand Prix,1,R
NOR,38.0,0 days 00:02:08.682000,HARD,1.0,2023,Bahrain Grand Prix,1,R
NOR,39.0,0 days 00:01:38.347000,HARD,2.0,2023,Bahrain Grand Prix,1,R
NOR,40.0,0 days 00:02:07.970000,HARD,3.0,2023,Bahrain Grand Prix,1,R
NOR,41.0,0 days 00:01:36.705000,HARD,4.0,2023,Bahrain Grand Prix,1,R
NOR,42.0,0 days 00:01:36.668000,HARD,5.0,2023,Bahrain Grand Prix,1,R
NOR,43.0,0 days 00:01:36.687000,HARD,6.0,2023,Bahrain Grand Prix,1,R
NOR,44.0,0 days 00:01:37.219000,HARD,7.0,2023,Bahrain Grand Prix,1,R
NOR,45.0,0 days 00:01:37.426000,HARD,8.0,2023,Bahrain Grand Prix,1,R
NOR,46.0,0 days 00:01:37.656000,HARD,9.0,2023,Bahrain Grand Prix,1,R
NOR,47.0,0 days 00:01:40.433000,HARD,10.0,2023,Bahrain Grand Prix,1,R
NOR,48.0,0 days 00:02:06.905000,SOFT,5.0,2023,Bahrain Grand Prix,1,R
NOR,49.0,0 days 00:01:39.080000,SOFT,6.0,2023,Bahrain Grand Prix,1,R
NOR,50.0,0 days 00:01:35.257000,SOFT,7.0,2023,Bahrain Grand Prix,1,R
NOR,51.0,0 days 00:01:35.822000,SOFT,8.0,2023,Bahrain Grand Prix,1,R
NOR,52.0,0 days 00:01:36.152000,SOFT,9.0,2023,Bahrain Grand Prix,1,R
NOR,53.0,0 days 00:01:36.500000,SOFT,10.0,2023,Bahrain Grand Prix,1,R
NOR,54.0,0 days 00:01:39.789000,SOFT,11.0,2023,Bahrain Grand Prix,1,R
NOR,55.0,0 days 00:02:04.847000,SOFT,7.0,2023,Bahrain Grand Prix,1,R
HAM,1.0,0 days 00:01:42.288000,SOFT,4.0,2023,Bahrain Grand Prix,1,R
HAM,2.0,0 days 00:01:39.166000,SOFT,5.0,2023,Bahrain Grand Prix,1,R
HAM,3.0,0 days 00:01:39.220000,SOFT,6.0,2023,Bahrain Grand Prix,1,R
HAM,4.0,0 days 00:01:39.198000,SOFT,7.0,2023,Bahrain Grand Prix,1,R
HAM,5.0,0 days 00:01:39.335000,SOFT,8.0,2023,Bahrain Grand Prix,1,R
HAM,6.0,0 days 00:01:39.756000,SOFT,9.0,2023,Bahrain Grand Prix,1,R
HAM,7.0,0 days 00:01:39.757000,SOFT,10.0,2023,Bahrain Grand Prix,1,R
HAM,8.0,0 days 00:01:40.267000,SOFT,11.0,2023,Bahrain Grand Prix,1,R
HAM,9.0,0 days 00:01:40.323000,SOFT,12.0,2023,Bahrain Grand Prix,1,R
HAM,10.0,0 days 00:01:40.289000,SOFT,13.0,2023,Bahrain Grand Prix,1,R
HAM,11.0,0 days 00:01:40.752000,SOFT,14.0,2023,Bahrain Grand Prix,1,R
HAM,12.0,0 days 00:01:43.336000,SOFT,15.0,2023,Bahrain Grand Prix,1,R
HAM,13.0,0 days 00:01:59.179000,HARD,1.0,2023,Bahrain Grand Prix,1,R
HAM,14.0,0 days 00:01:38.308000,HARD,2.0,2023,Bahrain Grand Prix,1,R
HAM,15.0,0 days 00:01:38.527000,HARD,3.0,2023,Bahrain Grand Prix,1,R
HAM,16.0,0 days 00:01:38.617000,HARD,4.0,2023,Bahrain Grand Prix,1,R
HAM,17.0,0 days 00:01:38.704000,HARD,5.0,2023,Bahrain Grand Prix,1,R
HAM,18.0,0 days 00:01:38.690000,HARD,6.0,2023,Bahrain Grand Prix,1,R
HAM,19.0,0 days 00:01:38.684000,HARD,7.0,2023,Bahrain Grand Prix,1,R
HAM,20.0,0 days 00:01:38.478000,HARD,8.0,2023,Bahrain Grand Prix,1,R
HAM,21.0,0 days 00:01:38.581000,HARD,9.0,2023,Bahrain Grand Prix,1,R
HAM,22.0,0 days 00:01:38.460000,HARD,10.0,2023,Bahrain Grand Prix,1,R
HAM,23.0,0 days 00:01:38.384000,HARD,11.0,2023,Bahrain Grand Prix,1,R
HAM,24.0,0 days 00:01:38.367000,HARD,12.0,2023,Bahrain Grand Prix,1,R
HAM,25.0,0 days 00:01:38.290000,HARD,13.0,2023,Bahrain Grand Prix,1,R
HAM,26.0,0 days 00:01:38.339000,HARD,14.0,2023,Bahrain Grand Prix,1,R
HAM,27.0,0 days 00:01:38.369000,HARD,15.0,2023,Bahrain Grand Prix,1,R
HAM,28.0,0 days 00:01:38.265000,HARD,16.0,2023,Bahrain Grand Prix,1,R
HAM,29.0,0 days 00:01:38.380000,HARD,17.0,2023,Bahrain Grand Prix,1,R
HAM,30.0,0 days 00:01:41.175000,HARD,18.0,2023,Bahrain Grand Prix,1,R
HAM,31.0,0 days 00:01:59.503000,HARD,1.0,2023,Bahrain Grand Prix,1,R
HAM,32.0,0 days 00:01:37.563000,HARD,2.0,2023,Bahrain Grand Prix,1,R
HAM,33.0,0 days 00:01:37.549000,HARD,3.0,2023,Bahrain Grand Prix,1,R
HAM,34.0,0 days 00:01:38.135000,HARD,4.0,2023,Bahrain Grand Prix,1,R
HAM,35.0,0 days 00:01:36.831000,HARD,5.0,2023,Bahrain Grand Prix,1,R
HAM,36.0,0 days 00:01:36.546000,HARD,6.0,2023,Bahrain Grand Prix,1,R
HAM,37.0,0 days 00:01:37.388000,HARD,7.0,2023,Bahrain Grand Prix,1,R
HAM,38.0,0 days 00:01:38.304000,HARD,8.0,2023,Bahrain Grand Prix,1,R
HAM,39.0,0 days 00:01:37.478000,HARD,9.0,2023,Bahrain Grand Prix,1,R
HAM,40.0,0 days 00:01:37.494000,HARD,10.0,2023,Bahrain Grand Prix,1,R
HAM,41.0,0 days 00:02:06.491000,HARD,11.0,2023,Bahrain Grand Prix,1,R
HAM,42.0,0 days 00:01:37.061000,HARD,12.0,2023,Bahrain Grand Prix,1,R
HAM,43.0,0 days 00:01:37.111000,HARD,13.0,2023,Bahrain Grand Prix,1,R
HAM,44.0,0 days 00:01:37.048000,HARD,14.0,2023,Bahrain Grand Prix,1,R
HAM,45.0,0 days 00:01:37.661000,HARD,15.0,2023,Bahrain Grand Prix,1,R
HAM,46.0,0 days 00:01:37.779000,HARD,16.0,2023,Bahrain Grand Prix,1,R
HAM,47.0,0 days 00:01:38.517000,HARD,17.0,2023,Bahrain Grand Prix,1,R
HAM,48.0,0 days 00:01:37.844000,HARD,18.0,2023,Bahrain Grand Prix,1,R
HAM,49.0,0 days 00:01:37.954000,HARD,19.0,2023,Bahrain Grand Prix,1,R
HAM,50.0,0 days 00:01:37.770000,HARD,20.0,2023,Bahrain Grand Prix,1,R
HAM,51.0,0 days 00:01:38.014000,HARD,21.0,2023,Bahrain Grand Prix,1,R
HAM,52.0,0 days 00:01:37.803000,HARD,22.0,2023,Bahrain Grand Prix,1,R
HAM,53.0,0 days 00:01:37.988000,HARD,23.0,2023,Bahrain Grand Prix,1,R
HAM,54.0,0 days 00:01:38.076000,HARD,24.0,2023,Bahrain Grand Prix,1,R
HAM,55.0,0 days 00:01:37.955000,HARD,25.0,2023,Bahrain Grand Prix,1,R
HAM,56.0,0 days 00:01:38.111000,HARD,26.0,2023,Bahrain Grand Prix,1,R
HAM,57.0,0 days 00:01:38.255000,HARD,27.0,2023,Bahrain Grand Prix,1,R
SAI,1.0,0 days 00:01:41.659000,SOFT,4.0,2023,Bahrain Grand Prix,1,R
SAI,2.0,0 days 00:01:38.933000,SOFT,5.0,2023,Bahrain Grand Prix,1,R
SAI,3.0,0 days 00:01:39.042000,SOFT,6.0,2023,Bahrain Grand Prix,1,R
SAI,4.0,0 days 00:01:38.985000,SOFT,7.0,2023,Bahrain Grand Prix,1,R
SAI,5.0,0 days 00:01:39.128000,SOFT,8.0,2023,Bahrain Grand Prix,1,R
SAI,6.0,0 days 00:01:39.474000,SOFT,9.0,2023,Bahrain Grand Prix,1,R
SAI,7.0,0 days 00:01:39.502000,SOFT,10.0,2023,Bahrain Grand Prix,1,R
SAI,8.0,0 days 00:01:39.779000,SOFT,11.0,2023,Bahrain Grand Prix,1,R
SAI,9.0,0 days 00:01:39.744000,SOFT,12.0,2023,Bahrain Grand Prix,1,R
SAI,10.0,0 days 00:01:40.102000,SOFT,13.0,2023,Bahrain Grand Prix,1,R
SAI,11.0,0 days 00:01:40.507000,SOFT,14.0,2023,Bahrain Grand Prix,1,R
SAI,12.0,0 days 00:01:40.520000,SOFT,15.0,2023,Bahrain Grand Prix,1,R
SAI,13.0,0 days 00:01:43.310000,SOFT,16.0,2023,Bahrain Grand Prix,1,R
SAI,14.0,0 days 00:01:59.006000,HARD,1.0,2023,Bahrain Grand Prix,1,R
SAI,15.0,0 days 00:01:37.985000,HARD,2.0,2023,Bahrain Grand Prix,1,R
SAI,16.0,0 days 00:01:38.433000,HARD,3.0,2023,Bahrain Grand Prix,1,R
SAI,17.0,0 days 00:01:38.161000,HARD,4.0,2023,Bahrain Grand Prix,1,R
SAI,18.0,0 days 00:01:38.287000,HARD,5.0,2023,Bahrain Grand Prix,1,R
SAI,19.0,0 days 00:01:38.210000,HARD,6.0,2023,Bahrain Grand Prix,1,R
SAI,20.0,0 days 00:01:38.096000,HARD,7.0,2023,Bahrain Grand Prix,1,R
SAI,21.0,0 days 00:01:38.240000,HARD,8.0,2023,Bahrain Grand Prix,1,R
SAI,22.0,0 days 00:01:38.453000,HARD,9.0,2023,Bahrain Grand Prix,1,R
SAI,23.0,0 days 00:01:38.597000,HARD,10.0,2023,Bahrain Grand Prix,1,R
SAI,24.0,0 days 00:01:38.314000,HARD,11.0,2023,Bahrain Grand Prix,1,R
SAI,25.0,0 days 00:01:38.571000,HARD,12.0,2023,Bahrain Grand Prix,1,R
SAI,26.0,0 days 00:01:38.331000,HARD,13.0,2023,Bahrain Grand Prix,1,R
SAI,27.0,0 days 00:01:38.423000,HARD,14.0,2023,Bahrain Grand Prix,1,R
SAI,28.0,0 days 00:01:38.474000,HARD,15.0,2023,Bahrain Grand Prix,1,R
SAI,29.0,0 days 00:01:38.550000,HARD,16.0,2023,Bahrain Grand Prix,1,R
SAI,30.0,0 days 00:01:38.601000,HARD,17.0,2023,Bahrain Grand Prix,1,R
SAI,31.0,0 days 00:01:41.274000,HARD,18.0,2023,Bahrain Grand Prix,1,R
SAI,32.0,0 days 00:01:58.492000,HARD,1.0,2023,Bahrain Grand Prix,1,R
SAI,33.0,0 days 00:01:37.548000,HARD,2.0,2023,Bahrain Grand Prix,1,R
SAI,34.0,0 days 00:01:37.475000,HARD,3.0,2023,Bahrain Grand Prix,1,R
SAI,35.0,0 days 00:01:37.441000,HARD,4.0,2023,Bahrain Grand Prix,1,R
SAI,36.0,0 days 00:01:37.706000,HARD,5.0,2023,Bahrain Grand Prix,1,R
SAI,37.0,0 days 00:01:37.130000,HARD,6.0,2023,Bahrain Grand Prix,1,R
SAI,38.0,0 days 00:01:37.444000,HARD,7.0,2023,Bahrain Grand Prix,1,R
SAI,39.0,0 days 00:01:37.403000,HARD,8.0,2023,Bahrain Grand Prix,1,R
SAI,40.0,0 days 00:01:37.587000,HARD,9.0,2023,Bahrain Grand Prix,1,R
SAI,41.0,0 days 00:02:06.436000,HARD,10.0,2023,Bahrain Grand Prix,1,R
SAI,42.0,0 days 00:01:37.375000,HARD,11.0,2023,Bahrain Grand Prix,1,R
SAI,43.0,0 days 00:01:37.294000,HARD,12.0,2023,Bahrain Grand Prix,1,R
SAI,44.0,0 days 00:01:37.389000,HARD,13.0,2023,Bahrain Grand Prix,1,R
SAI,45.0,0 days 00:01:39.561000,HARD,14.0,2023,Bahrain Grand Prix,1,R
SAI,46.0,0 days 00:01:37.844000,HARD,15.0,2023,Bahrain Grand Prix,1,R
SAI,47.0,0 days 00:01:38.222000,HARD,16.0,2023,Bahrain Grand Prix,1,R
SAI,48.0,0 days 00:01:37.897000,HARD,17.0,2023,Bahrain Grand Prix,1,R
SAI,49.0,0 days 00:01:37.765000,HARD,18.0,2023,Bahrain Grand Prix,1,R
SAI,50.0,0 days 00:01:37.604000,HARD,19.0,2023,Bahrain Grand Prix,1,R
SAI,51.0,0 days 00:01:37.672000,HARD,20.0,2023,Bahrain Grand Prix,1,R
SAI,52.0,0 days 00:01:37.490000,HARD,21.0,2023,Bahrain Grand Prix,1,R
SAI,53.0,0 days 00:01:37.660000,HARD,22.0,2023,Bahrain Grand Prix,1,R
SAI,54.0,0 days 00:01:37.694000,HARD,23.0,2023,Bahrain Grand Prix,1,R
SAI,55.0,0 days 00:01:37.821000,HARD,24.0,2023,Bahrain Grand Prix,1,R
SAI,56.0,0 days 00:01:38.126000,HARD,25.0,2023,Bahrain Grand Prix,1,R
SAI,57.0,0 days 00:01:38.021000,HARD,26.0,2023,Bahrain Grand Prix,1,R
RUS,1.0,0 days 00:01:42.662000,SOFT,4.0,2023,Bahrain Grand Prix,1,R
RUS,2.0,0 days 00:01:39.590000,SOFT,5.0,2023,Bahrain Grand Prix,1,R
RUS,3.0,0 days 00:01:39.093000,SOFT,6.0,2023,Bahrain Grand Prix,1,R
RUS,4.0,0 days 00:01:39.261000,SOFT,7.0,2023,Bahrain Grand Prix,1,R
RUS,5.0,0 days 00:01:39.549000,SOFT,8.0,2023,Bahrain Grand Prix,1,R
RUS,6.0,0 days 00:01:39.493000,SOFT,9.0,2023,Bahrain Grand Prix,1,R
RUS,7.0,0 days 00:01:40.056000,SOFT,10.0,2023,Bahrain Grand Prix,1,R
RUS,8.0,0 days 00:01:40.310000,SOFT,11.0,2023,Bahrain Grand Prix,1,R
RUS,9.0,0 days 00:01:40.420000,SOFT,12.0,2023,Bahrain Grand Prix,1,R
RUS,10.0,0 days 00:01:40.532000,SOFT,13.0,2023,Bahrain Grand Prix,1,R
RUS,11.0,0 days 00:01:41.085000,SOFT,14.0,2023,Bahrain Grand Prix,1,R
RUS,12.0,0 days 00:01:41.112000,SOFT,15.0,2023,Bahrain Grand Prix,1,R
RUS,13.0,0 days 00:01:44.691000,SOFT,16.0,2023,Bahrain Grand Prix,1,R
RUS,14.0,0 days 00:02:01.269000,HARD,1.0,2023,Bahrain Grand Prix,1,R
RUS,15.0,0 days 00:01:37.460000,HARD,2.0,2023,Bahrain Grand Prix,1,R
RUS,16.0,0 days 00:01:37.833000,HARD,3.0,2023,Bahrain Grand Prix,1,R
RUS,17.0,0 days 00:01:38.604000,HARD,4.0,2023,Bahrain Grand Prix,1,R
RUS,18.0,0 days 00:01:38.427000,HARD,5.0,2023,Bahrain Grand Prix,1,R
RUS,19.0,0 days 00:01:38.512000,HARD,6.0,2023,Bahrain Grand Prix,1,R
RUS,20.0,0 days 00:01:38.578000,HARD,7.0,2023,Bahrain Grand Prix,1,R
RUS,21.0,0 days 00:01:38.555000,HARD,8.0,2023,Bahrain Grand Prix,1,R
RUS,22.0,0 days 00:01:38.438000,HARD,9.0,2023,Bahrain Grand Prix,1,R
RUS,23.0,0 days 00:01:38.773000,HARD,10.0,2023,Bahrain Grand Prix,1,R
RUS,24.0,0 days 00:01:38.643000,HARD,11.0,2023,Bahrain Grand Prix,1,R
RUS,25.0,0 days 00:01:38.487000,HARD,12.0,2023,Bahrain Grand Prix,1,R
RUS,26.0,0 days 00:01:38.462000,HARD,13.0,2023,Bahrain Grand Prix,1,R
RUS,27.0,0 days 00:01:38.625000,HARD,14.0,2023,Bahrain Grand Prix,1,R
RUS,28.0,0 days 00:01:38.448000,HARD,15.0,2023,Bahrain Grand Prix,1,R
RUS,29.0,0 days 00:01:38.792000,HARD,16.0,2023,Bahrain Grand Prix,1,R
RUS,30.0,0 days 00:01:38.541000,HARD,17.0,2023,Bahrain Grand Prix,1,R
RUS,31.0,0 days 00:01:41.035000,HARD,18.0,2023,Bahrain Grand Prix,1,R
RUS,32.0,0 days 00:01:58.694000,HARD,1.0,2023,Bahrain Grand Prix,1,R
RUS,33.0,0 days 00:01:37.221000,HARD,2.0,2023,Bahrain Grand Prix,1,R
